FacilityName,Hours,TAT,Footfalls
Bliss Medical Centre Kitui,12am,0.0,0.0
Bliss Medical Centre Kitui,1am,0.0,0.0
Bliss Medical Centre Kitui,2am,0.0,0.0
Bliss Medical Centre Kitui,3am,0.0,0.0
Bliss Medical Centre Kitui,4am,0.0,0.0
Bliss Medical Centre Kitui,5am,0.0,0.0
Bliss Medical Centre Kitui,6am,0.0,0.0
Bliss Medical Centre Kitui,7am,0.0,0.0
Bliss Medical Centre Kitui,8am,26.89,9.0
Bliss Medical Centre Kitui,9am,39.59,39.0
Bliss Medical Centre Kitui,10am,55.9,70.0
Bliss Medical Centre Kitui,11am,65.67,84.0
Bliss Medical Centre Kitui,12pm,72.32,115.0
Bliss Medical Centre Kitui,1pm,88.32,97.0
Bliss Medical Centre Kitui,2pm,102.88,99.0
Bliss Medical Centre Kitui,3pm,102.91,105.0
Bliss Medical Centre Kitui,4pm,107.52,87.0
Bliss Medical Centre Kitui,5pm,100.71,97.0
Bliss Medical Centre Kitui,6pm,116.36,90.0
Bliss Medical Centre Kitui,7pm,113.71,69.0
Bliss Medical Centre Kitui,8pm,0.0,0.0
Bliss Medical Centre Kitui,9pm,0.0,0.0
Bliss Medical Centre Kitui,10pm,0.0,0.0
Bliss Medical Centre Kitui,11pm,0.0,0.0
Bliss Medical Centre Diani,12am,0.0,0.0
Bliss Medical Centre Diani,1am,0.0,0.0
Bliss Medical Centre Diani,2am,0.0,0.0
Bliss Medical Centre Diani,3am,0.0,0.0
Bliss Medical Centre Diani,4am,0.0,0.0
Bliss Medical Centre Diani,5am,0.0,0.0
Bliss Medical Centre Diani,6am,0.0,0.0
Bliss Medical Centre Diani,7am,0.0,0.0
Bliss Medical Centre Diani,8am,0.0,0.0
Bliss Medical Centre Diani,9am,21.0,3.0
Bliss Medical Centre Diani,10am,48.33,15.0
Bliss Medical Centre Diani,11am,53.04,28.0
Bliss Medical Centre Diani,12pm,51.94,33.0
Bliss Medical Centre Diani,1pm,52.1,31.0
Bliss Medical Centre Diani,2pm,98.12,17.0
Bliss Medical Centre Diani,3pm,42.09,22.0
Bliss Medical Centre Diani,4pm,36.43,14.0
Bliss Medical Centre Diani,5pm,51.56,16.0
Bliss Medical Centre Diani,6pm,47.17,12.0
Bliss Medical Centre Diani,7pm,0.0,0.0
Bliss Medical Centre Diani,8pm,0.0,0.0
Bliss Medical Centre Diani,9pm,0.0,0.0
Bliss Medical Centre Diani,10pm,0.0,0.0
Bliss Medical Centre Diani,11pm,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,12am,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,1am,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,2am,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,3am,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,4am,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,5am,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,6am,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,7am,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,8am,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,9am,25.0,8.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,10am,35.35,20.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,11am,53.34,29.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,12pm,57.63,38.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,1pm,56.11,37.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,2pm,65.59,27.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,3pm,93.0,9.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,4pm,47.24,29.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,5pm,62.44,41.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,6pm,36.6,5.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,7pm,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,8pm,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,9pm,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,10pm,0.0,0.0
Bliss Medical Centre Nyeri 2 Sunguest Hotel,11pm,0.0,0.0
Bliss Medical Centre Umoja,12am,0.0,0.0
Bliss Medical Centre Umoja,1am,0.0,0.0
Bliss Medical Centre Umoja,2am,0.0,0.0
Bliss Medical Centre Umoja,3am,0.0,0.0
Bliss Medical Centre Umoja,4am,0.0,0.0
Bliss Medical Centre Umoja,5am,0.0,0.0
Bliss Medical Centre Umoja,6am,0.0,0.0
Bliss Medical Centre Umoja,7am,0.0,0.0
Bliss Medical Centre Umoja,8am,0.0,0.0
Bliss Medical Centre Umoja,9am,24.9,10.0
Bliss Medical Centre Umoja,10am,34.08,51.0
Bliss Medical Centre Umoja,11am,43.79,78.0
Bliss Medical Centre Umoja,12pm,51.1,72.0
Bliss Medical Centre Umoja,1pm,52.2,81.0
Bliss Medical Centre Umoja,2pm,63.64,76.0
Bliss Medical Centre Umoja,3pm,58.51,87.0
Bliss Medical Centre Umoja,4pm,44.38,68.0
Bliss Medical Centre Umoja,5pm,77.45,82.0
Bliss Medical Centre Umoja,6pm,59.34,38.0
Bliss Medical Centre Umoja,7pm,56.0,1.0
Bliss Medical Centre Umoja,8pm,0.0,0.0
Bliss Medical Centre Umoja,9pm,0.0,0.0
Bliss Medical Centre Umoja,10pm,0.0,0.0
Bliss Medical Centre Umoja,11pm,0.0,0.0
Bliss Medical Centre Emali,12am,0.0,0.0
Bliss Medical Centre Emali,1am,0.0,0.0
Bliss Medical Centre Emali,2am,0.0,0.0
Bliss Medical Centre Emali,3am,0.0,0.0
Bliss Medical Centre Emali,4am,0.0,0.0
Bliss Medical Centre Emali,5am,0.0,0.0
Bliss Medical Centre Emali,6am,0.0,0.0
Bliss Medical Centre Emali,7am,0.0,0.0
Bliss Medical Centre Emali,8am,0.0,0.0
Bliss Medical Centre Emali,9am,22.0,17.0
Bliss Medical Centre Emali,10am,39.93,61.0
Bliss Medical Centre Emali,11am,37.99,81.0
Bliss Medical Centre Emali,12pm,40.44,85.0
Bliss Medical Centre Emali,1pm,50.57,77.0
Bliss Medical Centre Emali,2pm,56.0,53.0
Bliss Medical Centre Emali,3pm,47.74,57.0
Bliss Medical Centre Emali,4pm,50.87,55.0
Bliss Medical Centre Emali,5pm,45.18,55.0
Bliss Medical Centre Emali,6pm,27.91,11.0
Bliss Medical Centre Emali,7pm,0.0,0.0
Bliss Medical Centre Emali,8pm,0.0,0.0
Bliss Medical Centre Emali,9pm,0.0,0.0
Bliss Medical Centre Emali,10pm,0.0,0.0
Bliss Medical Centre Emali,11pm,0.0,0.0
Bliss Medical Centre Kakuma,12am,0.0,0.0
Bliss Medical Centre Kakuma,1am,0.0,0.0
Bliss Medical Centre Kakuma,2am,0.0,0.0
Bliss Medical Centre Kakuma,3am,0.0,0.0
Bliss Medical Centre Kakuma,4am,0.0,0.0
Bliss Medical Centre Kakuma,5am,0.0,0.0
Bliss Medical Centre Kakuma,6am,0.0,0.0
Bliss Medical Centre Kakuma,7am,0.0,0.0
Bliss Medical Centre Kakuma,8am,0.0,0.0
Bliss Medical Centre Kakuma,9am,20.0,7.0
Bliss Medical Centre Kakuma,10am,46.81,42.0
Bliss Medical Centre Kakuma,11am,60.11,35.0
Bliss Medical Centre Kakuma,12pm,60.38,47.0
Bliss Medical Centre Kakuma,1pm,78.88,34.0
Bliss Medical Centre Kakuma,2pm,46.0,19.0
Bliss Medical Centre Kakuma,3pm,56.8,20.0
Bliss Medical Centre Kakuma,4pm,59.6,35.0
Bliss Medical Centre Kakuma,5pm,49.93,55.0
Bliss Medical Centre Kakuma,6pm,59.26,34.0
Bliss Medical Centre Kakuma,7pm,119.0,4.0
Bliss Medical Centre Kakuma,8pm,0.0,0.0
Bliss Medical Centre Kakuma,9pm,0.0,0.0
Bliss Medical Centre Kakuma,10pm,0.0,0.0
Bliss Medical Centre Kakuma,11pm,0.0,0.0
BMC-Freedom Heights,12am,0.0,0.0
BMC-Freedom Heights,1am,0.0,0.0
BMC-Freedom Heights,2am,0.0,0.0
BMC-Freedom Heights,3am,0.0,0.0
BMC-Freedom Heights,4am,0.0,0.0
BMC-Freedom Heights,5am,0.0,0.0
BMC-Freedom Heights,6am,0.0,0.0
BMC-Freedom Heights,7am,0.0,0.0
BMC-Freedom Heights,8am,0.0,0.0
BMC-Freedom Heights,9am,45.0,4.0
BMC-Freedom Heights,10am,37.06,16.0
BMC-Freedom Heights,11am,51.12,33.0
BMC-Freedom Heights,12pm,47.65,20.0
BMC-Freedom Heights,1pm,43.03,33.0
BMC-Freedom Heights,2pm,48.75,16.0
BMC-Freedom Heights,3pm,56.78,32.0
BMC-Freedom Heights,4pm,43.92,24.0
BMC-Freedom Heights,5pm,38.83,29.0
BMC-Freedom Heights,6pm,33.5,6.0
BMC-Freedom Heights,7pm,0.0,0.0
BMC-Freedom Heights,8pm,0.0,0.0
BMC-Freedom Heights,9pm,0.0,0.0
BMC-Freedom Heights,10pm,0.0,0.0
BMC-Freedom Heights,11pm,0.0,0.0
Bliss Medical Centre Haille Selasie 2,12am,0.0,0.0
Bliss Medical Centre Haille Selasie 2,1am,0.0,0.0
Bliss Medical Centre Haille Selasie 2,2am,0.0,0.0
Bliss Medical Centre Haille Selasie 2,3am,0.0,0.0
Bliss Medical Centre Haille Selasie 2,4am,0.0,0.0
Bliss Medical Centre Haille Selasie 2,5am,0.0,0.0
Bliss Medical Centre Haille Selasie 2,6am,0.0,0.0
Bliss Medical Centre Haille Selasie 2,7am,0.0,0.0
Bliss Medical Centre Haille Selasie 2,8am,0.0,0.0
Bliss Medical Centre Haille Selasie 2,9am,23.0,5.0
Bliss Medical Centre Haille Selasie 2,10am,26.05,19.0
Bliss Medical Centre Haille Selasie 2,11am,32.0,17.0
Bliss Medical Centre Haille Selasie 2,12pm,34.41,37.0
Bliss Medical Centre Haille Selasie 2,1pm,40.21,24.0
Bliss Medical Centre Haille Selasie 2,2pm,48.68,19.0
Bliss Medical Centre Haille Selasie 2,3pm,39.35,23.0
Bliss Medical Centre Haille Selasie 2,4pm,33.17,29.0
Bliss Medical Centre Haille Selasie 2,5pm,64.65,26.0
Bliss Medical Centre Haille Selasie 2,6pm,30.0,2.0
Bliss Medical Centre Haille Selasie 2,7pm,0.0,0.0
Bliss Medical Centre Haille Selasie 2,8pm,0.0,0.0
Bliss Medical Centre Haille Selasie 2,9pm,0.0,0.0
Bliss Medical Centre Haille Selasie 2,10pm,0.0,0.0
Bliss Medical Centre Haille Selasie 2,11pm,0.0,0.0
Bliss Medical Centre Naivasha,12am,0.0,0.0
Bliss Medical Centre Naivasha,1am,0.0,0.0
Bliss Medical Centre Naivasha,2am,0.0,0.0
Bliss Medical Centre Naivasha,3am,0.0,0.0
Bliss Medical Centre Naivasha,4am,0.0,0.0
Bliss Medical Centre Naivasha,5am,0.0,0.0
Bliss Medical Centre Naivasha,6am,0.0,0.0
Bliss Medical Centre Naivasha,7am,0.0,0.0
Bliss Medical Centre Naivasha,8am,0.0,0.0
Bliss Medical Centre Naivasha,9am,22.52,23.0
Bliss Medical Centre Naivasha,10am,30.82,89.0
Bliss Medical Centre Naivasha,11am,39.14,109.0
Bliss Medical Centre Naivasha,12pm,49.34,137.0
Bliss Medical Centre Naivasha,1pm,44.29,112.0
Bliss Medical Centre Naivasha,2pm,46.97,88.0
Bliss Medical Centre Naivasha,3pm,40.48,109.0
Bliss Medical Centre Naivasha,4pm,54.25,85.0
Bliss Medical Centre Naivasha,5pm,42.06,89.0
Bliss Medical Centre Naivasha,6pm,31.67,30.0
Bliss Medical Centre Naivasha,7pm,0.0,0.0
Bliss Medical Centre Naivasha,8pm,0.0,0.0
Bliss Medical Centre Naivasha,9pm,0.0,0.0
Bliss Medical Centre Naivasha,10pm,0.0,0.0
Bliss Medical Centre Naivasha,11pm,0.0,0.0
Medicross Medical Centre Narok,12am,0.0,0.0
Medicross Medical Centre Narok,1am,0.0,0.0
Medicross Medical Centre Narok,2am,0.0,0.0
Medicross Medical Centre Narok,3am,0.0,0.0
Medicross Medical Centre Narok,4am,0.0,0.0
Medicross Medical Centre Narok,5am,0.0,0.0
Medicross Medical Centre Narok,6am,0.0,0.0
Medicross Medical Centre Narok,7am,0.0,0.0
Medicross Medical Centre Narok,8am,0.0,0.0
Medicross Medical Centre Narok,9am,17.14,14.0
Medicross Medical Centre Narok,10am,24.88,56.0
Medicross Medical Centre Narok,11am,29.25,83.0
Medicross Medical Centre Narok,12pm,34.22,69.0
Medicross Medical Centre Narok,1pm,44.95,74.0
Medicross Medical Centre Narok,2pm,48.06,48.0
Medicross Medical Centre Narok,3pm,63.99,70.0
Medicross Medical Centre Narok,4pm,52.79,81.0
Medicross Medical Centre Narok,5pm,79.98,59.0
Medicross Medical Centre Narok,6pm,76.08,13.0
Medicross Medical Centre Narok,7pm,0.0,0.0
Medicross Medical Centre Narok,8pm,0.0,0.0
Medicross Medical Centre Narok,9pm,0.0,0.0
Medicross Medical Centre Narok,10pm,0.0,0.0
Medicross Medical Centre Narok,11pm,0.0,0.0
Bliss Medical Centre Maralal,12am,0.0,0.0
Bliss Medical Centre Maralal,1am,0.0,0.0
Bliss Medical Centre Maralal,2am,0.0,0.0
Bliss Medical Centre Maralal,3am,0.0,0.0
Bliss Medical Centre Maralal,4am,0.0,0.0
Bliss Medical Centre Maralal,5am,0.0,0.0
Bliss Medical Centre Maralal,6am,0.0,0.0
Bliss Medical Centre Maralal,7am,0.0,0.0
Bliss Medical Centre Maralal,8am,0.0,0.0
Bliss Medical Centre Maralal,9am,24.75,20.0
Bliss Medical Centre Maralal,10am,38.91,89.0
Bliss Medical Centre Maralal,11am,49.07,103.0
Bliss Medical Centre Maralal,12pm,51.56,103.0
Bliss Medical Centre Maralal,1pm,57.97,99.0
Bliss Medical Centre Maralal,2pm,74.22,104.0
Bliss Medical Centre Maralal,3pm,63.24,99.0
Bliss Medical Centre Maralal,4pm,53.65,82.0
Bliss Medical Centre Maralal,5pm,50.89,103.0
Bliss Medical Centre Maralal,6pm,48.75,51.0
Bliss Medical Centre Maralal,7pm,63.0,2.0
Bliss Medical Centre Maralal,8pm,0.0,0.0
Bliss Medical Centre Maralal,9pm,0.0,0.0
Bliss Medical Centre Maralal,10pm,0.0,0.0
Bliss Medical Centre Maralal,11pm,0.0,0.0
Bliss Medical Centre Kapenguria,12am,0.0,0.0
Bliss Medical Centre Kapenguria,1am,0.0,0.0
Bliss Medical Centre Kapenguria,2am,0.0,0.0
Bliss Medical Centre Kapenguria,3am,0.0,0.0
Bliss Medical Centre Kapenguria,4am,0.0,0.0
Bliss Medical Centre Kapenguria,5am,0.0,0.0
Bliss Medical Centre Kapenguria,6am,0.0,0.0
Bliss Medical Centre Kapenguria,7am,0.0,0.0
Bliss Medical Centre Kapenguria,8am,20.4,5.0
Bliss Medical Centre Kapenguria,9am,26.89,27.0
Bliss Medical Centre Kapenguria,10am,32.15,61.0
Bliss Medical Centre Kapenguria,11am,33.5,108.0
Bliss Medical Centre Kapenguria,12pm,35.54,125.0
Bliss Medical Centre Kapenguria,1pm,37.79,115.0
Bliss Medical Centre Kapenguria,2pm,34.44,77.0
Bliss Medical Centre Kapenguria,3pm,40.81,89.0
Bliss Medical Centre Kapenguria,4pm,34.3,92.0
Bliss Medical Centre Kapenguria,5pm,44.73,96.0
Bliss Medical Centre Kapenguria,6pm,32.46,41.0
Bliss Medical Centre Kapenguria,7pm,55.53,15.0
Bliss Medical Centre Kapenguria,8pm,16.0,1.0
Bliss Medical Centre Kapenguria,9pm,0.0,0.0
Bliss Medical Centre Kapenguria,10pm,0.0,0.0
Bliss Medical Centre Kapenguria,11pm,0.0,0.0
Bliss Medical Centre Eldoret A,12am,0.0,0.0
Bliss Medical Centre Eldoret A,1am,0.0,0.0
Bliss Medical Centre Eldoret A,2am,0.0,0.0
Bliss Medical Centre Eldoret A,3am,0.0,0.0
Bliss Medical Centre Eldoret A,4am,0.0,0.0
Bliss Medical Centre Eldoret A,5am,0.0,0.0
Bliss Medical Centre Eldoret A,6am,0.0,0.0
Bliss Medical Centre Eldoret A,7am,0.0,0.0
Bliss Medical Centre Eldoret A,8am,0.0,0.0
Bliss Medical Centre Eldoret A,9am,20.77,13.0
Bliss Medical Centre Eldoret A,10am,24.04,27.0
Bliss Medical Centre Eldoret A,11am,34.74,35.0
Bliss Medical Centre Eldoret A,12pm,30.42,43.0
Bliss Medical Centre Eldoret A,1pm,35.04,45.0
Bliss Medical Centre Eldoret A,2pm,37.15,33.0
Bliss Medical Centre Eldoret A,3pm,26.71,17.0
Bliss Medical Centre Eldoret A,4pm,32.74,23.0
Bliss Medical Centre Eldoret A,5pm,26.41,32.0
Bliss Medical Centre Eldoret A,6pm,12.67,3.0
Bliss Medical Centre Eldoret A,7pm,0.0,0.0
Bliss Medical Centre Eldoret A,8pm,0.0,0.0
Bliss Medical Centre Eldoret A,9pm,0.0,0.0
Bliss Medical Centre Eldoret A,10pm,0.0,0.0
Bliss Medical Centre Eldoret A,11pm,0.0,0.0
Bliss Medical Centre Mbale,12am,0.0,0.0
Bliss Medical Centre Mbale,1am,0.0,0.0
Bliss Medical Centre Mbale,2am,0.0,0.0
Bliss Medical Centre Mbale,3am,0.0,0.0
Bliss Medical Centre Mbale,4am,0.0,0.0
Bliss Medical Centre Mbale,5am,0.0,0.0
Bliss Medical Centre Mbale,6am,0.0,0.0
Bliss Medical Centre Mbale,7am,0.0,0.0
Bliss Medical Centre Mbale,8am,0.0,0.0
Bliss Medical Centre Mbale,9am,30.37,19.0
Bliss Medical Centre Mbale,10am,49.68,68.0
Bliss Medical Centre Mbale,11am,48.63,102.0
Bliss Medical Centre Mbale,12pm,58.98,120.0
Bliss Medical Centre Mbale,1pm,64.87,123.0
Bliss Medical Centre Mbale,2pm,71.32,75.0
Bliss Medical Centre Mbale,3pm,79.31,105.0
Bliss Medical Centre Mbale,4pm,67.01,71.0
Bliss Medical Centre Mbale,5pm,77.11,53.0
Bliss Medical Centre Mbale,6pm,68.33,52.0
Bliss Medical Centre Mbale,7pm,40.46,13.0
Bliss Medical Centre Mbale,8pm,0.0,0.0
Bliss Medical Centre Mbale,9pm,0.0,0.0
Bliss Medical Centre Mbale,10pm,0.0,0.0
Bliss Medical Centre Mbale,11pm,0.0,0.0
Medicross Medical Centre Mumias,12am,0.0,0.0
Medicross Medical Centre Mumias,1am,0.0,0.0
Medicross Medical Centre Mumias,2am,0.0,0.0
Medicross Medical Centre Mumias,3am,0.0,0.0
Medicross Medical Centre Mumias,4am,0.0,0.0
Medicross Medical Centre Mumias,5am,0.0,0.0
Medicross Medical Centre Mumias,6am,0.0,0.0
Medicross Medical Centre Mumias,7am,0.0,0.0
Medicross Medical Centre Mumias,8am,30.22,9.0
Medicross Medical Centre Mumias,9am,38.92,51.0
Medicross Medical Centre Mumias,10am,43.84,107.0
Medicross Medical Centre Mumias,11am,57.31,148.0
Medicross Medical Centre Mumias,12pm,67.08,191.0
Medicross Medical Centre Mumias,1pm,70.63,197.0
Medicross Medical Centre Mumias,2pm,80.98,159.0
Medicross Medical Centre Mumias,3pm,82.18,185.0
Medicross Medical Centre Mumias,4pm,66.53,163.0
Medicross Medical Centre Mumias,5pm,55.58,118.0
Medicross Medical Centre Mumias,6pm,59.36,103.0
Medicross Medical Centre Mumias,7pm,56.94,17.0
Medicross Medical Centre Mumias,8pm,0.0,0.0
Medicross Medical Centre Mumias,9pm,0.0,0.0
Medicross Medical Centre Mumias,10pm,0.0,0.0
Medicross Medical Centre Mumias,11pm,0.0,0.0
