FacilityName,Hours,TAT,Footfalls
Bliss Medical Centre Nyeri 1 Jenkim Plaza,3am,26.33,3.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,4am,32.0,2.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,5am,30.0,1.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,6am,17.33,3.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,7am,68.3,10.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,8am,41.76,21.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,9am,35.13,46.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,10am,39.42,57.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,11am,38.18,90.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,12pm,46.69,108.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,1pm,56.16,99.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,2pm,60.21,104.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,3pm,51.73,85.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,4pm,59.49,99.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,5pm,57.23,97.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,6pm,63.76,72.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,7pm,55.97,71.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,8pm,62.78,37.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,9pm,35.64,25.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,10pm,24.71,14.0
Bliss Medical Centre Nyeri 1 Jenkim Plaza,11pm,39.62,8.0
BLISS MC EASTLEIGH,12am,0.0,0.0
BLISS MC EASTLEIGH,1am,0.0,0.0
BLISS MC EASTLEIGH,2am,0.0,0.0
BLISS MC EASTLEIGH,3am,0.0,0.0
BLISS MC EASTLEIGH,4am,0.0,0.0
BLISS MC EASTLEIGH,5am,0.0,0.0
BLISS MC EASTLEIGH,6am,0.0,0.0
BLISS MC EASTLEIGH,7am,0.0,0.0
BLISS MC EASTLEIGH,8am,0.0,0.0
BLISS MC EASTLEIGH,9am,37.5,2.0
BLISS MC EASTLEIGH,10am,45.96,25.0
BLISS MC EASTLEIGH,11am,55.61,36.0
BLISS MC EASTLEIGH,12pm,52.19,42.0
BLISS MC EASTLEIGH,1pm,67.2,51.0
BLISS MC EASTLEIGH,2pm,68.45,65.0
BLISS MC EASTLEIGH,3pm,64.76,42.0
BLISS MC EASTLEIGH,4pm,77.61,57.0
BLISS MC EASTLEIGH,5pm,77.84,67.0
BLISS MC EASTLEIGH,6pm,74.91,43.0
BLISS MC EASTLEIGH,7pm,64.25,32.0
BLISS MC EASTLEIGH,8pm,97.5,22.0
BLISS MC EASTLEIGH,9pm,112.58,12.0
BLISS MC EASTLEIGH,10pm,0.0,0.0
BLISS MC EASTLEIGH,11pm,0.0,0.0
Bliss Medical Centre Kiambu,12am,0.0,0.0
Bliss Medical Centre Kiambu,1am,0.0,0.0
Bliss Medical Centre Kiambu,2am,0.0,0.0
Bliss Medical Centre Kiambu,3am,0.0,0.0
Bliss Medical Centre Kiambu,4am,0.0,0.0
Bliss Medical Centre Kiambu,5am,0.0,0.0
Bliss Medical Centre Kiambu,6am,0.0,0.0
Bliss Medical Centre Kiambu,7am,0.0,0.0
Bliss Medical Centre Kiambu,8am,0.0,0.0
Bliss Medical Centre Kiambu,9am,21.33,3.0
Bliss Medical Centre Kiambu,10am,37.96,56.0
Bliss Medical Centre Kiambu,11am,47.91,58.0
Bliss Medical Centre Kiambu,12pm,54.71,76.0
Bliss Medical Centre Kiambu,1pm,61.02,56.0
Bliss Medical Centre Kiambu,2pm,78.42,65.0
Bliss Medical Centre Kiambu,3pm,90.67,93.0
Bliss Medical Centre Kiambu,4pm,81.04,103.0
Bliss Medical Centre Kiambu,5pm,77.16,92.0
Bliss Medical Centre Kiambu,6pm,53.58,53.0
Bliss Medical Centre Kiambu,7pm,0.0,0.0
Bliss Medical Centre Kiambu,8pm,0.0,0.0
Bliss Medical Centre Kiambu,9pm,0.0,0.0
Bliss Medical Centre Kiambu,10pm,0.0,0.0
Bliss Medical Centre Kiambu,11pm,0.0,0.0
Bliss Medical Centre Homabay,12am,0.0,0.0
Bliss Medical Centre Homabay,1am,0.0,0.0
Bliss Medical Centre Homabay,2am,0.0,0.0
Bliss Medical Centre Homabay,3am,0.0,0.0
Bliss Medical Centre Homabay,4am,0.0,0.0
Bliss Medical Centre Homabay,5am,0.0,0.0
Bliss Medical Centre Homabay,6am,0.0,0.0
Bliss Medical Centre Homabay,7am,0.0,0.0
Bliss Medical Centre Homabay,8am,0.0,0.0
Bliss Medical Centre Homabay,9am,27.11,19.0
Bliss Medical Centre Homabay,10am,49.78,74.0
Bliss Medical Centre Homabay,11am,49.81,68.0
Bliss Medical Centre Homabay,12pm,62.1,99.0
Bliss Medical Centre Homabay,1pm,71.62,116.0
Bliss Medical Centre Homabay,2pm,67.32,76.0
Bliss Medical Centre Homabay,3pm,72.63,70.0
Bliss Medical Centre Homabay,4pm,74.15,66.0
Bliss Medical Centre Homabay,5pm,101.15,61.0
Bliss Medical Centre Homabay,6pm,145.32,38.0
Bliss Medical Centre Homabay,7pm,308.88,16.0
Bliss Medical Centre Homabay,8pm,331.67,3.0
Bliss Medical Centre Homabay,9pm,0.0,0.0
Bliss Medical Centre Homabay,10pm,0.0,0.0
Bliss Medical Centre Homabay,11pm,0.0,0.0
Bliss Medical Centre Kisii 1,12am,0.0,0.0
Bliss Medical Centre Kisii 1,1am,0.0,0.0
Bliss Medical Centre Kisii 1,2am,0.0,0.0
Bliss Medical Centre Kisii 1,3am,0.0,0.0
Bliss Medical Centre Kisii 1,4am,0.0,0.0
Bliss Medical Centre Kisii 1,5am,0.0,0.0
Bliss Medical Centre Kisii 1,6am,0.0,0.0
Bliss Medical Centre Kisii 1,7am,0.0,0.0
Bliss Medical Centre Kisii 1,8am,24.85,13.0
Bliss Medical Centre Kisii 1,9am,33.21,67.0
Bliss Medical Centre Kisii 1,10am,52.66,94.0
Bliss Medical Centre Kisii 1,11am,62.44,180.0
Bliss Medical Centre Kisii 1,12pm,71.16,184.0
Bliss Medical Centre Kisii 1,1pm,87.85,173.0
Bliss Medical Centre Kisii 1,2pm,102.05,171.0
Bliss Medical Centre Kisii 1,3pm,91.5,157.0
Bliss Medical Centre Kisii 1,4pm,87.72,148.0
Bliss Medical Centre Kisii 1,5pm,88.13,118.0
Bliss Medical Centre Kisii 1,6pm,80.96,98.0
Bliss Medical Centre Kisii 1,7pm,125.7,23.0
Bliss Medical Centre Kisii 1,8pm,0.0,0.0
Bliss Medical Centre Kisii 1,9pm,0.0,0.0
Bliss Medical Centre Kisii 1,10pm,0.0,0.0
Bliss Medical Centre Kisii 1,11pm,0.0,0.0
Bliss Medical Centre Al Imran,12am,36.0,2.0
Bliss Medical Centre Al Imran,1am,0.0,0.0
Bliss Medical Centre Al Imran,2am,0.0,0.0
Bliss Medical Centre Al Imran,3am,0.0,0.0
Bliss Medical Centre Al Imran,4am,45.0,1.0
Bliss Medical Centre Al Imran,5am,38.0,2.0
Bliss Medical Centre Al Imran,6am,0.0,0.0
Bliss Medical Centre Al Imran,7am,73.2,10.0
Bliss Medical Centre Al Imran,8am,45.7,30.0
Bliss Medical Centre Al Imran,9am,53.35,62.0
Bliss Medical Centre Al Imran,10am,57.36,77.0
Bliss Medical Centre Al Imran,11am,68.64,148.0
Bliss Medical Centre Al Imran,12pm,76.54,138.0
Bliss Medical Centre Al Imran,1pm,87.99,155.0
Bliss Medical Centre Al Imran,2pm,93.71,147.0
Bliss Medical Centre Al Imran,3pm,103.38,163.0
Bliss Medical Centre Al Imran,4pm,110.22,178.0
Bliss Medical Centre Al Imran,5pm,96.72,143.0
Bliss Medical Centre Al Imran,6pm,112.28,127.0
Bliss Medical Centre Al Imran,7pm,74.92,59.0
Bliss Medical Centre Al Imran,8pm,79.62,61.0
Bliss Medical Centre Al Imran,9pm,97.4,25.0
Bliss Medical Centre Al Imran,10pm,86.76,17.0
Bliss Medical Centre Al Imran,11pm,52.17,6.0
Bliss Medical Centre Mega Plaza,12am,0.0,0.0
Bliss Medical Centre Mega Plaza,1am,0.0,0.0
Bliss Medical Centre Mega Plaza,2am,0.0,0.0
Bliss Medical Centre Mega Plaza,3am,0.0,0.0
Bliss Medical Centre Mega Plaza,4am,0.0,0.0
Bliss Medical Centre Mega Plaza,5am,0.0,0.0
Bliss Medical Centre Mega Plaza,6am,0.0,0.0
Bliss Medical Centre Mega Plaza,7am,0.0,0.0
Bliss Medical Centre Mega Plaza,8am,17.29,7.0
Bliss Medical Centre Mega Plaza,9am,34.74,43.0
Bliss Medical Centre Mega Plaza,10am,49.01,115.0
Bliss Medical Centre Mega Plaza,11am,55.42,129.0
Bliss Medical Centre Mega Plaza,12pm,67.96,167.0
Bliss Medical Centre Mega Plaza,1pm,68.4,156.0
Bliss Medical Centre Mega Plaza,2pm,76.21,174.0
Bliss Medical Centre Mega Plaza,3pm,80.92,146.0
Bliss Medical Centre Mega Plaza,4pm,68.99,154.0
Bliss Medical Centre Mega Plaza,5pm,74.57,108.0
Bliss Medical Centre Mega Plaza,6pm,72.04,51.0
Bliss Medical Centre Mega Plaza,7pm,95.06,16.0
Bliss Medical Centre Mega Plaza,8pm,0.0,0.0
Bliss Medical Centre Mega Plaza,9pm,0.0,0.0
Bliss Medical Centre Mega Plaza,10pm,0.0,0.0
Bliss Medical Centre Mega Plaza,11pm,0.0,0.0
Bliss Medical Centre Kericho,12am,0.0,0.0
Bliss Medical Centre Kericho,1am,0.0,0.0
Bliss Medical Centre Kericho,2am,0.0,0.0
Bliss Medical Centre Kericho,3am,0.0,0.0
Bliss Medical Centre Kericho,4am,0.0,0.0
Bliss Medical Centre Kericho,5am,0.0,0.0
Bliss Medical Centre Kericho,6am,0.0,0.0
Bliss Medical Centre Kericho,7am,0.0,0.0
Bliss Medical Centre Kericho,8am,23.56,9.0
Bliss Medical Centre Kericho,9am,28.63,51.0
Bliss Medical Centre Kericho,10am,35.97,111.0
Bliss Medical Centre Kericho,11am,33.13,140.0
Bliss Medical Centre Kericho,12pm,40.19,154.0
Bliss Medical Centre Kericho,1pm,45.16,137.0
Bliss Medical Centre Kericho,2pm,49.19,151.0
Bliss Medical Centre Kericho,3pm,48.67,123.0
Bliss Medical Centre Kericho,4pm,39.16,128.0
Bliss Medical Centre Kericho,5pm,33.57,118.0
Bliss Medical Centre Kericho,6pm,29.65,51.0
Bliss Medical Centre Kericho,7pm,10.0,1.0
Bliss Medical Centre Kericho,8pm,0.0,0.0
Bliss Medical Centre Kericho,9pm,0.0,0.0
Bliss Medical Centre Kericho,10pm,0.0,0.0
Bliss Medical Centre Kericho,11pm,0.0,0.0
Medicross Medical Centre Nakuru,12am,17.0,3.0
Medicross Medical Centre Nakuru,1am,36.0,1.0
Medicross Medical Centre Nakuru,2am,18.0,1.0
Medicross Medical Centre Nakuru,3am,24.0,2.0
Medicross Medical Centre Nakuru,4am,30.0,1.0
Medicross Medical Centre Nakuru,5am,27.0,3.0
Medicross Medical Centre Nakuru,6am,23.33,3.0
Medicross Medical Centre Nakuru,7am,29.75,8.0
Medicross Medical Centre Nakuru,8am,31.36,36.0
Medicross Medical Centre Nakuru,9am,35.74,82.0
Medicross Medical Centre Nakuru,10am,49.17,121.0
Medicross Medical Centre Nakuru,11am,53.55,170.0
Medicross Medical Centre Nakuru,12pm,66.27,161.0
Medicross Medical Centre Nakuru,1pm,80.68,203.0
Medicross Medical Centre Nakuru,2pm,80.53,167.0
Medicross Medical Centre Nakuru,3pm,83.53,187.0
Medicross Medical Centre Nakuru,4pm,90.71,191.0
Medicross Medical Centre Nakuru,5pm,80.05,149.0
Medicross Medical Centre Nakuru,6pm,85.96,95.0
Medicross Medical Centre Nakuru,7pm,96.41,83.0
Medicross Medical Centre Nakuru,8pm,127.23,35.0
Medicross Medical Centre Nakuru,9pm,73.7,10.0
Medicross Medical Centre Nakuru,10pm,39.22,9.0
Medicross Medical Centre Nakuru,11pm,31.6,5.0
Medicross Medical Centre Ananas Mall,12am,0.0,0.0
Medicross Medical Centre Ananas Mall,1am,0.0,0.0
Medicross Medical Centre Ananas Mall,2am,0.0,0.0
Medicross Medical Centre Ananas Mall,3am,0.0,0.0
Medicross Medical Centre Ananas Mall,4am,0.0,0.0
Medicross Medical Centre Ananas Mall,5am,0.0,0.0
Medicross Medical Centre Ananas Mall,6am,0.0,0.0
Medicross Medical Centre Ananas Mall,7am,0.0,0.0
Medicross Medical Centre Ananas Mall,8am,0.0,0.0
Medicross Medical Centre Ananas Mall,9am,21.75,4.0
Medicross Medical Centre Ananas Mall,10am,43.58,53.0
Medicross Medical Centre Ananas Mall,11am,53.13,75.0
Medicross Medical Centre Ananas Mall,12pm,54.5,96.0
Medicross Medical Centre Ananas Mall,1pm,56.81,79.0
Medicross Medical Centre Ananas Mall,2pm,63.32,81.0
Medicross Medical Centre Ananas Mall,3pm,74.97,63.0
Medicross Medical Centre Ananas Mall,4pm,55.09,80.0
Medicross Medical Centre Ananas Mall,5pm,64.63,90.0
Medicross Medical Centre Ananas Mall,6pm,61.21,29.0
Medicross Medical Centre Ananas Mall,7pm,0.0,0.0
Medicross Medical Centre Ananas Mall,8pm,0.0,0.0
Medicross Medical Centre Ananas Mall,9pm,0.0,0.0
Medicross Medical Centre Ananas Mall,10pm,0.0,0.0
Medicross Medical Centre Ananas Mall,11pm,0.0,0.0
Bliss Medical Centre Githurai,12am,0.0,0.0
Bliss Medical Centre Githurai,1am,0.0,0.0
Bliss Medical Centre Githurai,2am,0.0,0.0
Bliss Medical Centre Githurai,3am,0.0,0.0
Bliss Medical Centre Githurai,4am,0.0,0.0
Bliss Medical Centre Githurai,5am,0.0,0.0
Bliss Medical Centre Githurai,6am,0.0,0.0
Bliss Medical Centre Githurai,7am,0.0,0.0
Bliss Medical Centre Githurai,8am,0.0,0.0
Bliss Medical Centre Githurai,9am,24.48,23.0
Bliss Medical Centre Githurai,10am,35.42,71.0
Bliss Medical Centre Githurai,11am,44.21,86.0
Bliss Medical Centre Githurai,12pm,52.63,105.0
Bliss Medical Centre Githurai,1pm,63.35,110.0
Bliss Medical Centre Githurai,2pm,58.62,86.0
Bliss Medical Centre Githurai,3pm,63.57,89.0
Bliss Medical Centre Githurai,4pm,58.43,93.0
Bliss Medical Centre Githurai,5pm,54.72,119.0
Bliss Medical Centre Githurai,6pm,43.7,56.0
Bliss Medical Centre Githurai,7pm,0.0,0.0
Bliss Medical Centre Githurai,8pm,0.0,0.0
Bliss Medical Centre Githurai,9pm,0.0,0.0
Bliss Medical Centre Githurai,10pm,0.0,0.0
Bliss Medical Centre Githurai,11pm,0.0,0.0
Bliss Medical Centre Teleposta,12am,0.0,0.0
Bliss Medical Centre Teleposta,1am,0.0,0.0
Bliss Medical Centre Teleposta,2am,0.0,0.0
Bliss Medical Centre Teleposta,3am,0.0,0.0
Bliss Medical Centre Teleposta,4am,0.0,0.0
Bliss Medical Centre Teleposta,5am,0.0,0.0
Bliss Medical Centre Teleposta,6am,0.0,0.0
Bliss Medical Centre Teleposta,7am,0.0,0.0
Bliss Medical Centre Teleposta,8am,23.1,10.0
Bliss Medical Centre Teleposta,9am,36.15,39.0
Bliss Medical Centre Teleposta,10am,46.44,64.0
Bliss Medical Centre Teleposta,11am,57.52,64.0
Bliss Medical Centre Teleposta,12pm,60.02,84.0
Bliss Medical Centre Teleposta,1pm,75.73,106.0
Bliss Medical Centre Teleposta,2pm,73.03,89.0
Bliss Medical Centre Teleposta,3pm,72.74,92.0
Bliss Medical Centre Teleposta,4pm,79.0,89.0
Bliss Medical Centre Teleposta,5pm,75.02,58.0
Bliss Medical Centre Teleposta,6pm,76.55,49.0
Bliss Medical Centre Teleposta,7pm,82.76,34.0
Bliss Medical Centre Teleposta,8pm,70.93,15.0
Bliss Medical Centre Teleposta,9pm,0.0,0.0
Bliss Medical Centre Teleposta,10pm,0.0,0.0
Bliss Medical Centre Teleposta,11pm,0.0,0.0
Bliss Medical Centre Wote,12am,0.0,0.0
Bliss Medical Centre Wote,1am,0.0,0.0
Bliss Medical Centre Wote,2am,0.0,0.0
Bliss Medical Centre Wote,3am,0.0,0.0
Bliss Medical Centre Wote,4am,0.0,0.0
Bliss Medical Centre Wote,5am,0.0,0.0
Bliss Medical Centre Wote,6am,0.0,0.0
Bliss Medical Centre Wote,7am,0.0,0.0
Bliss Medical Centre Wote,8am,0.0,0.0
Bliss Medical Centre Wote,9am,20.37,38.0
Bliss Medical Centre Wote,10am,34.66,85.0
Bliss Medical Centre Wote,11am,45.28,102.0
Bliss Medical Centre Wote,12pm,43.54,115.0
Bliss Medical Centre Wote,1pm,45.02,123.0
Bliss Medical Centre Wote,2pm,35.03,68.0
Bliss Medical Centre Wote,3pm,27.29,63.0
Bliss Medical Centre Wote,4pm,26.1,103.0
Bliss Medical Centre Wote,5pm,34.24,89.0
Bliss Medical Centre Wote,6pm,27.08,25.0
Bliss Medical Centre Wote,7pm,0.0,0.0
Bliss Medical Centre Wote,8pm,0.0,0.0
Bliss Medical Centre Wote,9pm,0.0,0.0
Bliss Medical Centre Wote,10pm,0.0,0.0
Bliss Medical Centre Wote,11pm,0.0,0.0
Bliss Medical Centre Thika,12am,0.0,0.0
Bliss Medical Centre Thika,1am,0.0,0.0
Bliss Medical Centre Thika,2am,0.0,0.0
Bliss Medical Centre Thika,3am,0.0,0.0
Bliss Medical Centre Thika,4am,0.0,0.0
Bliss Medical Centre Thika,5am,0.0,0.0
Bliss Medical Centre Thika,6am,0.0,0.0
Bliss Medical Centre Thika,7am,0.0,0.0
Bliss Medical Centre Thika,8am,21.78,9.0
Bliss Medical Centre Thika,9am,39.46,52.0
Bliss Medical Centre Thika,10am,48.68,90.0
Bliss Medical Centre Thika,11am,60.15,120.0
Bliss Medical Centre Thika,12pm,52.84,125.0
Bliss Medical Centre Thika,1pm,49.71,133.0
Bliss Medical Centre Thika,2pm,54.7,128.0
Bliss Medical Centre Thika,3pm,54.59,128.0
Bliss Medical Centre Thika,4pm,62.82,126.0
Bliss Medical Centre Thika,5pm,53.11,166.0
Bliss Medical Centre Thika,6pm,44.21,127.0
Bliss Medical Centre Thika,7pm,39.39,101.0
Bliss Medical Centre Thika,8pm,42.4,5.0
Bliss Medical Centre Thika,9pm,0.0,0.0
Bliss Medical Centre Thika,10pm,0.0,0.0
Bliss Medical Centre Thika,11pm,0.0,0.0
Bliss Medical Centre Embakasi,12am,0.0,0.0
Bliss Medical Centre Embakasi,1am,0.0,0.0
Bliss Medical Centre Embakasi,2am,0.0,0.0
Bliss Medical Centre Embakasi,3am,0.0,0.0
Bliss Medical Centre Embakasi,4am,0.0,0.0
Bliss Medical Centre Embakasi,5am,0.0,0.0
Bliss Medical Centre Embakasi,6am,0.0,0.0
Bliss Medical Centre Embakasi,7am,0.0,0.0
Bliss Medical Centre Embakasi,8am,0.0,0.0
Bliss Medical Centre Embakasi,9am,22.88,8.0
Bliss Medical Centre Embakasi,10am,39.76,37.0
Bliss Medical Centre Embakasi,11am,38.24,55.0
Bliss Medical Centre Embakasi,12pm,46.28,64.0
Bliss Medical Centre Embakasi,1pm,53.79,63.0
Bliss Medical Centre Embakasi,2pm,70.0,52.0
Bliss Medical Centre Embakasi,3pm,50.55,49.0
Bliss Medical Centre Embakasi,4pm,43.76,49.0
Bliss Medical Centre Embakasi,5pm,50.1,79.0
Bliss Medical Centre Embakasi,6pm,43.17,6.0
Bliss Medical Centre Embakasi,7pm,0.0,0.0
Bliss Medical Centre Embakasi,8pm,0.0,0.0
Bliss Medical Centre Embakasi,9pm,0.0,0.0
Bliss Medical Centre Embakasi,10pm,0.0,0.0
Bliss Medical Centre Embakasi,11pm,0.0,0.0
Bliss Medical Centre Mtwapa,12am,0.0,0.0
Bliss Medical Centre Mtwapa,1am,0.0,0.0
Bliss Medical Centre Mtwapa,2am,0.0,0.0
Bliss Medical Centre Mtwapa,3am,0.0,0.0
Bliss Medical Centre Mtwapa,4am,0.0,0.0
Bliss Medical Centre Mtwapa,5am,0.0,0.0
Bliss Medical Centre Mtwapa,6am,0.0,0.0
Bliss Medical Centre Mtwapa,7am,0.0,0.0
Bliss Medical Centre Mtwapa,8am,0.0,0.0
Bliss Medical Centre Mtwapa,9am,22.23,13.0
Bliss Medical Centre Mtwapa,10am,38.47,53.0
Bliss Medical Centre Mtwapa,11am,40.09,79.0
Bliss Medical Centre Mtwapa,12pm,43.18,56.0
Bliss Medical Centre Mtwapa,1pm,37.81,63.0
Bliss Medical Centre Mtwapa,2pm,41.02,50.0
Bliss Medical Centre Mtwapa,3pm,50.76,74.0
Bliss Medical Centre Mtwapa,4pm,46.07,70.0
Bliss Medical Centre Mtwapa,5pm,37.19,68.0
Bliss Medical Centre Mtwapa,6pm,32.29,14.0
Bliss Medical Centre Mtwapa,7pm,0.0,0.0
Bliss Medical Centre Mtwapa,8pm,0.0,0.0
Bliss Medical Centre Mtwapa,9pm,0.0,0.0
Bliss Medical Centre Mtwapa,10pm,0.0,0.0
Bliss Medical Centre Mtwapa,11pm,0.0,0.0
Bliss Medical Centre Maua,12am,0.0,0.0
Bliss Medical Centre Maua,1am,0.0,0.0
Bliss Medical Centre Maua,2am,0.0,0.0
Bliss Medical Centre Maua,3am,0.0,0.0
Bliss Medical Centre Maua,4am,0.0,0.0
Bliss Medical Centre Maua,5am,0.0,0.0
Bliss Medical Centre Maua,6am,0.0,0.0
Bliss Medical Centre Maua,7am,0.0,0.0
Bliss Medical Centre Maua,8am,0.0,0.0
Bliss Medical Centre Maua,9am,19.33,6.0
Bliss Medical Centre Maua,10am,25.73,22.0
Bliss Medical Centre Maua,11am,27.43,23.0
Bliss Medical Centre Maua,12pm,24.21,29.0
Bliss Medical Centre Maua,1pm,25.15,34.0
Bliss Medical Centre Maua,2pm,47.0,19.0
Bliss Medical Centre Maua,3pm,38.05,21.0
Bliss Medical Centre Maua,4pm,57.56,39.0
Bliss Medical Centre Maua,5pm,46.9,30.0
Bliss Medical Centre Maua,6pm,47.0,12.0
Bliss Medical Centre Maua,7pm,52.0,2.0
Bliss Medical Centre Maua,8pm,0.0,0.0
Bliss Medical Centre Maua,9pm,0.0,0.0
Bliss Medical Centre Maua,10pm,0.0,0.0
Bliss Medical Centre Maua,11pm,0.0,0.0
Bliss Medical Centre Kisii 2,12am,0.0,0.0
Bliss Medical Centre Kisii 2,1am,0.0,0.0
Bliss Medical Centre Kisii 2,2am,0.0,0.0
Bliss Medical Centre Kisii 2,3am,0.0,0.0
Bliss Medical Centre Kisii 2,4am,0.0,0.0
Bliss Medical Centre Kisii 2,5am,0.0,0.0
Bliss Medical Centre Kisii 2,6am,0.0,0.0
Bliss Medical Centre Kisii 2,7am,0.0,0.0
Bliss Medical Centre Kisii 2,8am,0.0,0.0
Bliss Medical Centre Kisii 2,9am,17.74,19.0
Bliss Medical Centre Kisii 2,10am,38.86,94.0
Bliss Medical Centre Kisii 2,11am,45.78,122.0
Bliss Medical Centre Kisii 2,12pm,48.59,143.0
Bliss Medical Centre Kisii 2,1pm,54.37,143.0
Bliss Medical Centre Kisii 2,2pm,49.76,120.0
Bliss Medical Centre Kisii 2,3pm,51.09,91.0
Bliss Medical Centre Kisii 2,4pm,46.91,96.0
Bliss Medical Centre Kisii 2,5pm,53.94,69.0
Bliss Medical Centre Kisii 2,6pm,55.4,25.0
Bliss Medical Centre Kisii 2,7pm,0.0,0.0
Bliss Medical Centre Kisii 2,8pm,0.0,0.0
Bliss Medical Centre Kisii 2,9pm,0.0,0.0
Bliss Medical Centre Kisii 2,10pm,0.0,0.0
Bliss Medical Centre Kisii 2,11pm,0.0,0.0
Bliss Medical Centre Nyamira,12am,0.0,0.0
Bliss Medical Centre Nyamira,1am,0.0,0.0
Bliss Medical Centre Nyamira,2am,0.0,0.0
Bliss Medical Centre Nyamira,3am,0.0,0.0
Bliss Medical Centre Nyamira,4am,0.0,0.0
Bliss Medical Centre Nyamira,5am,0.0,0.0
Bliss Medical Centre Nyamira,6am,0.0,0.0
Bliss Medical Centre Nyamira,7am,0.0,0.0
Bliss Medical Centre Nyamira,8am,0.0,0.0
Bliss Medical Centre Nyamira,9am,23.11,9.0
Bliss Medical Centre Nyamira,10am,38.46,39.0
Bliss Medical Centre Nyamira,11am,38.97,63.0
Bliss Medical Centre Nyamira,12pm,43.8,81.0
Bliss Medical Centre Nyamira,1pm,46.92,53.0
Bliss Medical Centre Nyamira,2pm,48.18,76.0
Bliss Medical Centre Nyamira,3pm,51.18,56.0
Bliss Medical Centre Nyamira,4pm,48.92,50.0
Bliss Medical Centre Nyamira,5pm,43.24,50.0
Bliss Medical Centre Nyamira,6pm,32.4,15.0
Bliss Medical Centre Nyamira,7pm,0.0,0.0
Bliss Medical Centre Nyamira,8pm,0.0,0.0
Bliss Medical Centre Nyamira,9pm,0.0,0.0
Bliss Medical Centre Nyamira,10pm,0.0,0.0
Bliss Medical Centre Nyamira,11pm,0.0,0.0
Medicross Medical Centre Megacity,12am,0.0,0.0
Medicross Medical Centre Megacity,1am,0.0,0.0
Medicross Medical Centre Megacity,2am,0.0,0.0
Medicross Medical Centre Megacity,3am,0.0,0.0
Medicross Medical Centre Megacity,4am,0.0,0.0
Medicross Medical Centre Megacity,5am,0.0,0.0
Medicross Medical Centre Megacity,6am,0.0,0.0
Medicross Medical Centre Megacity,7am,0.0,0.0
Medicross Medical Centre Megacity,8am,0.0,0.0
Medicross Medical Centre Megacity,9am,25.75,12.0
Medicross Medical Centre Megacity,10am,42.95,40.0
Medicross Medical Centre Megacity,11am,49.52,69.0
Medicross Medical Centre Megacity,12pm,59.41,92.0
Medicross Medical Centre Megacity,1pm,70.09,47.0
Medicross Medical Centre Megacity,2pm,100.97,74.0
Medicross Medical Centre Megacity,3pm,74.27,85.0
Medicross Medical Centre Megacity,4pm,68.93,75.0
Medicross Medical Centre Megacity,5pm,63.38,61.0
Medicross Medical Centre Megacity,6pm,82.0,2.0
Medicross Medical Centre Megacity,7pm,0.0,0.0
Medicross Medical Centre Megacity,8pm,0.0,0.0
Medicross Medical Centre Megacity,9pm,0.0,0.0
Medicross Medical Centre Megacity,10pm,0.0,0.0
Medicross Medical Centre Megacity,11pm,0.0,0.0
Bliss Medical Centre Kapsabet,12am,0.0,0.0
Bliss Medical Centre Kapsabet,1am,0.0,0.0
Bliss Medical Centre Kapsabet,2am,0.0,0.0
Bliss Medical Centre Kapsabet,3am,0.0,0.0
Bliss Medical Centre Kapsabet,4am,0.0,0.0
Bliss Medical Centre Kapsabet,5am,0.0,0.0
Bliss Medical Centre Kapsabet,6am,0.0,0.0
Bliss Medical Centre Kapsabet,7am,0.0,0.0
Bliss Medical Centre Kapsabet,8am,24.57,7.0
Bliss Medical Centre Kapsabet,9am,34.19,16.0
Bliss Medical Centre Kapsabet,10am,40.79,39.0
Bliss Medical Centre Kapsabet,11am,49.43,60.0
Bliss Medical Centre Kapsabet,12pm,57.56,103.0
Bliss Medical Centre Kapsabet,1pm,61.29,97.0
Bliss Medical Centre Kapsabet,2pm,57.5,82.0
Bliss Medical Centre Kapsabet,3pm,60.72,67.0
Bliss Medical Centre Kapsabet,4pm,53.24,54.0
Bliss Medical Centre Kapsabet,5pm,47.65,54.0
Bliss Medical Centre Kapsabet,6pm,48.06,31.0
Bliss Medical Centre Kapsabet,7pm,32.52,25.0
Bliss Medical Centre Kapsabet,8pm,43.5,2.0
Bliss Medical Centre Kapsabet,9pm,0.0,0.0
Bliss Medical Centre Kapsabet,10pm,0.0,0.0
Bliss Medical Centre Kapsabet,11pm,0.0,0.0
